"id","vendor_term_id","vend_number","vend_company2","vend_name_key","vend_address","vend_address_3","vend_our_acct_number","vend_pay_to","vend_buyer","vend_fob","vend_float_days","vend_norm_days","vend_return_policy","vend_next_ap","vend_ship_via","vend_run_id","vend_shutdown_from","vend_shutdown_thru","vend_minimum_qty","vend_minimum_amt","vend_free_ship_qty","vend_free_ship_amt","vend_type","vend_1099","vend_fin","vend_our_acct_nbr_an","vend_ytd_purchases","vend_ly_purchases","vend_balance","vend_ytd_discounts","vend_last_payment","vend_account_number","vend_sales_rep_name","vend_sales_rep_fax","vend_separate_check","vend_country_code","vend_bump_percent","vend_freight_calc_method","vend_freight_percent","vend_freight_amount","vend_rebate_code_1","vend_rebate_code_2","vend_rebate_code_3","vend_rebate_code_4","vend_rebate_code_5","vend_chg_inv_tax_1","vend_chg_inv_tax_2","vend_chg_inv_tax_3","vend_chg_inv_tax_4","created_at","updated_at","ht_etl_schema"
"34","2","259","1","BIG BOY TOYS","281","281","0","259",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"35","2","136","1","BJ MILLS","282","282","0","136",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"36","2","124","1","BONEYARD KREEPERS CAR CLUB","283","283","0","124",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"37","2","255","1","BRANDON LEBLANC","285","285","0","255",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"38","2","334","1","BROUSSARD A/C & HEATING INC.","286","286","0","334",,"D","0","0","N","1","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"39","5","295","1","BSI WHEELS","287","287","0","295",,"D","0","0","N","27","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"40","2","121","1","BZO WHEEL & TIRE","288","288","0","121",,"D","0","0","N","4","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"41","2","286","1","CAJUN CANNONS BASEBALL","289","289","0","286",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"42","2","157","1","CAJUN POWDER COAT LLC","290","290","0","157",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"43","2","135","1","CAJUNBLAZE GRAPHICS LLC","291","291","0","135",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"44","2","247","1","CAJUN TOWN SHOWDOWN, LLC","292","292","0","247",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"45","2","211","1","CARDINAL ELECTRIC SERVICE","293","293","0","211",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"46","2","118","1","CHABILL'S TIRE SERVICE, LLC","294","294","0","118",,"D","0","0","N","9","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"47","2","297","1","CHARTER COMMUNICATIONS","295","295","0","297",,"D","0","0","N","15","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"48","2","45","1","DEPT OF SOCIAL SERVICES","296","296","0","45",,"D","0","0","N","29","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","Y","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"49","2","126","1","Office of Atty Gen, TX Child S","297","297","0","126",,"D","0","0","N","5","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"50","3","148","1","CHOICE AUTO INC.","298","298","0","148",,"D","0","0","N","4","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"51","2","227","1","CITIBANK, N.A.","299","299","0","227",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"52","2","184","1","CITY OF HATTIESBURG","300","300","0","184",,"D","0","0","N","4","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"53","5","199","1","CITY OF HATTIESBURG WATER BILL","301","301","0","199",,"D","0","0","N","43","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0","66927",,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"54","2","221","1","CITY PLACE 11 HOUSING CORPORAT","302","302","0","221",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"Y","72-1421323",,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"55","2","152","1","COAST TO COAST COMPUTER PRODUC","303","303","0","152",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"56","2","7","1","COLORTYME","304","304","0","7",,"D","0","0","N","1","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"57","3","316","1","COLT, INC. SCRAP TIRE CENTER","305","305","0","316",,"D","0","0","N","40","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"58","2","82","1","COMCAST CABLE","306","306","0","82",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"59","2","302","1","COMMERICAL SIGNS","307","307","0","302",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"60","2","178","1","COMPETITION WHEEL CORPORATION","308","308","0","178",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"61","2","226","1","COMPLETE LAWN CARE","309","309","0","226",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"62","2","8","1","CONSOLIDATED WATERWORKS DIST N","310","310","0","8",,"D","0","0","N","44","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"63","2","319","1","CORNERSTONE GLASS OF ACADIANA,","311","311","0","319",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"64","2","214","1","COX COMMUNICATIONS, INC.","312","312","0","214",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"65","2","166","1","CRYSTAL VIEW CHEMICALS, INC.","313","313","0","166",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"66","2","236","1","CUMULUS LAFAYETTE","314","314","0","236",,"D","0","0","N","48","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"67","2","151","1","CUSTOM WERKS, LLC","315","315","0","151",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"68","2","204","1","DANIEL J. COSTELLO","317","317","0","204",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"69","2","280","1","DAVENPORT'S PAINT & BODY SHOP","318","318","0","280",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"70","2","243","1","DAVID W. SMITH, JR.","319","319","0","243",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"71","2","140","1","DELTA WHEEL COMPANY","320","320","0","140",,"D","0","0","N","9","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"72","2","48","1","LOUISIANA DEPT. OF ENVIRONMENT","321","321","0","48",,"D","0","0","N","43","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"73","2","187","1","DERRIK HEBERT","322","322","0","187",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"74","2","145","1","SOUTHERN HOME FURNISHINGS","323","323","0","145",,"D","0","0","N","1","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"75","2","194","1","BOUDREAUX HEIRS","324","324","0","194",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"Y","435-58-3740",,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"76","2","320","1","GULF COAST WHEELS & ACCESSORIE","325","325","0","320",,"D","0","0","N","1","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"77","2","322","1","GULF COAST WHEELS & ACCESSORIE","326","326","0","322",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"78","2","266","1","DONTRELL M. TURNER","327","327","0","266",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"79","2","100","1","DUFRENE BUILDING MATERIALS, IN","328","328","0","100",,"D","0","0","N","8","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"80","3","336","1","ECLIPSE WHEELS","329","329","0","336",,"D","0","0","N","141","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"81","2","43","1","ELECTRONIC FUNDS TRANSFER SYST","330","330","0","43",,"D","0","0","N","10","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","Y","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"82","2","37","1","ENTERGY 8108","331","331","0","37",,"D","0","0","N","44","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"83","2","80","1","EQUIPMENT SERVICE & INSTALLATI","332","332","0","80",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"84","2","339","1","EUGENE BROOKS","333","333","0","339",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"85","3","185","1","EXPERT TECHNOLOGY","334","334","0","185",,"D","0","0","N","84","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"86","2","298","1","FACIANE ELECTRICAL SERVICES, L","335","335","0","298",,"D","0","0","N","1","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"87","2","134","1","FALGOUT'S REFRIGERATION","336","336","0","134",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"88","2","163","1","FIRST ADVANTAGE LNS SCREENING","337","337","0","163",,"D","0","0","N","4","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"89","2","61","1","FIX INVENTORY","338","338","0","61",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"90","2","270","1","FRANCHISING INTERNATIONAL, INC","339","339","0","270",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"91","2","341","1","GATEWAY TIRES","340","340","0","341",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"92","2","143","1","GLOBAL TYRE & WHEEL EXCHANGE","341","341","0","143",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
"93","2","281","1","GOLDEN MOTORS","342","342","0","281",,"D","0","0","N","0","2",,"0","0","0","0.00","0","0.00",,"N",,,"0.00","0.00","0.00","0.00","0",,,"0","N","USA","0.0000","N","0.000","0.00","0","0","5131854","0","0","N","N","N","N","2021-08-24 04:16:12.498258","2021-08-24 04:16:12.498258","public"
